text,sentiment
Why can't Sean's season of The Bachelor just start Monday? #roses #TheBachelor #EXCITED #bestshow,1
"@AlistairWhite tomorrow? I don't think so babe sorry... only confirmed sunday with Pats...",0
"My Saturday night is the movie Contraband Kate Beckinsale is good looking",1
"@apwestgarth In case you didn't spot it Greys Anatomy is back next Wednesday at 10 on Living // @stack72",0
@Jonny_Hancock87: If you google fresh prince costume I'm the 3rd picture! That's cool!,1
Tom Stone has this soccer team rolling. HUGE game tomorrow against Baylor in the Big 12 Semifinals. #wreckemtech http://t.co/drR4kNw7,1
This is only the 4th time wearing my Concords,0
Bold prediction: Cowboys will beat the Falcons Sunday night! #CowboysNation,1
"Who the hell moshes at Matt and Kim?? Next time watch out for my face mofos! My cheekbones better not be purple tomorrow. @alexanderCXV",0
"It's #DigitalWednesday! If you want an MP3 of Keep your Foot on the Devil's Neck be one of the 1st 10 people to respond I DO!",1
"@HiIAmEbalyn Kuttayyou have an exam tomorrow yes?All the best :D do well and don't think about Zayn and all :P focus and shit :P bye <3",1
How in hell did Philly give #MichaelVick a 100 million dollar contract? They would be better off with Matt Flynn for a 1/4th price. #Idiots,0
"To whom this may concern: Please get your shit together before you talk about somebody else Love Paris",0
Did the Patriots just actually blitz on 3rd down.. amazing what some pressure does,1
no Chipotle today and no Grey's Anatomy tomorrow......... obviously the world hates me,0
"(And trust I could talk forever about Madonna's choice of singles. Would *anything* from MDNA had been a better 1st single than GMAYL?)",1
@_robnotbob haha it'll be alright. We got Swansea on Saturday tho away hahaha just like we talked,1
"@joelmchale February?! The fuck. NBX shitting the bed w/ Community Parks and Recreation Up All Night and 30 Rock",0
Steve Jobs and Dr. King on the same level?!?! Nah... C'mon Kanye..,0
Drake didn't drop any new shit in October. @JaimeeHendrix cried this morning when he realized,0
Leah from teen mom 2 is pregnant with her 3rd child and is getting married for the 2nd time to a new guy.. Congrats you're 19.,1
"The perfect day apart from Jordan Rhodes' late goal for Blackburn. Up to 6th in the table bring on next Saturday! #nffc",1
@SimpplyA TMILLS is going to Tucson! But the 29th and it's on a Thursday :(,0
"WSJ: Microsoft testing homegrown handset designs with suppliers may not see mass pro:   Until very recently Mi... http://t.co/7E5QXak8",0
"Frank Gore & Vernon Davis make wins tomorrow please. #fantasyfootball",1
"@AdamantCriminal: WHITE COLLAR returns on Tuesday January 22 at 10/9c.Can't wait to see it :-)",1
@pewterpirate83 remember we just beat Arkansas and Ryan Mallett in Sugar Bowl! Arkansas was 2nd best team in SEC that year,1
@anpburgers Good lad. think it's actually a Saturday. I have the 17th in my diary. S S + AMAZING. El Classico in La Cuchara a highlight!,1
"At some point tomorrow morning/afternoon the #NHL will can the Winter Classic and effectively the entire season. Is it March Madness yet?",0
I was legitimately more impressed and intimidated by The Devil Inside than with PA4. Might not see the 5th one at all.,0
"Sugar bowl then we might play riverside playin st aug peabody op walker. man district goin be the easy part",1
"just a quick message to my #TVDUKFamily and anyone else who can't watch TVD tonight my surprise won't be revealed until tomorrow so ...",0
Contraband with the boys! So eager to finally watch it!! @David @Ronnie #Monday #bored #ineedmoregirlfriends #pathetic,1
Being HUMAN is our number 1 job. A responsibility. Don't you forget it. Happy Friday! :),1
Kanye and Kim as Batman and Catwoman may be the best thing I've seen all week,1
Rasheed Wallace said he's ready to play 30 minutes if needed in tomorrow's home opener at MSG against the Heat.,1
going back to Houston tomorrow(: excited!!!!,1
Can't wait to go to to the Patriots game dec. 10th :) ahhh i hope we get a mssive snow storm!,1
Attending #WIFLC with our chapter on Sunday? Please bring items for the charity event. Check @WisconsinDECA's FB for more info. #DECALove,1
"@TheBiggIdea If you watch Any Given Sunday backwards it's like Tim Tebow's career.",0
"#sunsetcinema continues next Thursday with RED TAILS a fantastic portrayal of the Tuskegee Airmen in action http://t.co/XAQKlwgM",1
What Would Derek Fisher Bring to the L.A. Lakers?: The  Lakers  may soon be creating a new position for free age... http://t.co/MoVKypoU,1
@itsjudytime praying for Judy!! May the Lord Jesus fill your room with His Love and protection!! God Bless you!! John 3:16,1
No way Bucs make that Pats 4th round pick in 201:. It will be packaged to move up. Dominik loves to climb the draft ladder.,1
"I needa find this stuff for tomorrow WSSU parade (: I'll be with PIPA but you know I'll be with reppin my MUSTANGS!!!",1
"@gsafc thank you very much appreciated hoping to deliever great football tweets and good banter shame about tuesday i do like Sunderland",1
"@ardecarteret have a fun trip tomorrow! Your note is on Tumblr is you didn't see it yet :) I believe in you I love you and run fast <3",1
Welcome Monday. Time to hustle. Get on the train. #hustle #work #love #career #train #chicago #vision #focus http://t.co/OJ22bP0S,1
"@kjrmitch you should call in sick....i mean who can listen to HM tomorrow.  Blah blah...matt Flynn...blah blah blah...matt Flynn....blah",0
"@madeleinegracee seriously got punished for a month in the 8th grade for going to contraband and its been downhill since #wildchild",0
@mtracey such a foolish thought. Santorum and Palin would start a primary challenge in March. Depends on Congress some but EO first day.,0
Happy Birthday @hitmansteviej may you have many more. Can't wait to party with you & @MsJoseline on Sat. in DC @LoveNightclubDC,1
Significant development Monday night: 49ers QB Alex Smith and WR Michael Crabtree were on the same page. http://t.co/BjV8UC7v,1
@kendalldawn13 it's time to call in the CBB...Monday is going down!,0
"That awk moment Baylor offers a ridiculous amount of money that could be a full ride at Tech but doesn't even cover the 1st year. Eff ya.",0
"Kanye's 6th solo album apparently... Brighter than Dark Fantasy and shit that you can dance to. It'll be a smarter album than Graduation",1
"@redfoster Sorry Red I'd normally love to but I can't.  I'll be locked in the office Saturday and Sunday except for the Pacers game.",0
@kirkcandersen @godbless_erica Kirk you've been my best friend for 16 years and Erica has been my best girl friend since 7th grade,1
"Take the 1st step in faith. You dont have to see the whole staircase just take the 1st step. ~Dr. Martin Luther King Jr. #quote",1
Justin may grow up but he will always be the same ALWAY the Kidrauhl tht will be caring for fans being weird and making others smile,1
@dayaneeb isn't it still due tomorrow? Ah dude I'm like rewriting my Drake song.. Lmao and changing words on it,1
Monster jam tonight and Celtics home opener tomorrow...loveeee living walking distance from the gahhhhden #bostongirl #citychick,1
"Great start to my 4 days off sat on the sofa feet up with a JD and coke listening to Al Green get in :D",1
We may or may not be skyping with Drake right now....hahahahaha #MadeMyNight http://t.co/ixnemzDg,1
"VDN on Lamar Odom practicing today: It was good to see him out there so we'll see how he feels tomorrow. Odom said It felt good.",1
I'll be glad when it's tomorrow so I can stop seeing tweets about how Justin bieber is cool,1
LIVE: Sunderland v Newcastle: It may not have the glamour of El Clasico or the title implications of the Manches... http://t.co/vcZbEVUs,0
"Andy everything looks positive. You and the NY'ers survived again.  Still one mind set love my Carhart just bought the hood Wed  Lookn Good",1
Come hang out with our wonderful PCA's and learn about Networking in the Job Search tomorrow form 2-3:30 in the student union. See you there,1
Clearly RWs fault. Super stoked for Monday's radio programming and the shit storm about how Matt Flynn doesn't fumble that ball.,1
The Fiesta Bowl was pleasantly surprised Monday to learn it is one of six finalists to hos http://t.co/7U79Ergo,1
A blast from the past... Daisy May's should have received a Golden Globe for this one. ;) LOL. http://t.co/p4NzUFON,1
Still the 1st Canadian club to make it to the MLS Playoffs... Nothing can change that #History #positive Vancouver is a beautiful city!!!,1
Matt Flynn May Never Play Quarterback for the Seattle Seahawks | Bleacher Report http://t.co/7G6XFRVa via @bleacherreport @seahawks,0
A white guy just quoted MLK Jr. on stage at a conservative conference. Liberals may now tantrum it up. #FreePAC http://t.co/lY9unNtg,0
After sunday and wednesday's game I'm happy with Chelsea style of playing it has improved from last season :D bring on Swansea #sfc  #cfc,1
@sergiomckenzie ano it was Chelsea when they lost and MUFC when they lost last night! Can't see Pardew saying about Suarez if lfc win Sunday,0
@vickiwright Being Human. Is that the 23rd? If it is I am free for a London trip...if I'm welcome as a guest. I'll bring cream eggs haha,1
@DustinHurst @jhwygirl when you're accustomed to the 5th grade anti-intellectualism of Fox and conservative radio it must be jarring.,0
Mavs couldn't withstand the 3rd quarter by the Jazz. Maybe a little fatigue from a back to back? #WorkToDo,0
"Keep the faith @LAGalaxy fans we're never done until the final whistle. The battle for California supremacy begins Sunday. Bring it.",1
Chris bosh MAY be the ugliest man alive.,0
power is cancelled tomorrow due to lack of hustle....deal with it #Sandy #heavyweights,0
"Heading to Mangere Arts Centre tonight to support our PIPA 2nd years in their solo pieces go hard guys!! See you on stage!! :D",1
"@ESPNChrisPalmer: Dwight Howard gets his 4th career 30-point 10-rebound 5-assist game. Too bad it comes in a loss. #Portland",0
"Los Angeles Nov 2 (IANS) Actress Keira Knightley says although she does not like some traits of her character A... http://t.co/KfcjX9KW",0
"In the Sports World Report: Steelers can't find hotel to travel Sun.: The Pittsburgh Steelers will fly to New Y... http://t.co/ANiLhGlM",0
@mwhiteburgh I think those AAU teams may have had more talent than some of those Wizards teams he coached,1
"@real_liam_payne Good. How about you Liam? Bytheway good luck for tomorrow.. :)",1
"@SamuelGarf Sam! It's @Vale_Asencio birthday!! May you wish her a happy one please? ;)",1
"And it that's not your thing don't forget that Being Human is on our stage this Friday heart-warming and gorgeous: http://t.co/vx2RaUte",1
"Over Again is the 2nd Ed song on TMH. A ballad where Harry Niall Liam Zayn and Louis sound most comfortable via @1Dliveupdates",1
im happy 1st i have the same b-day as chris jericho 2nd i just figured out rybacks birthday is one day after mine!!,1
"@g_higuain Pipa a tweet in support of Alonso Ezquerra. & his family. May he rest in peace",1
"If Chris bosh drinks a beer he won't burp till tomorrow long neck modafacka",0
SOPA Is Back! As a Ransomware Virus: [http://t.co/Rzgj7JZJ] After historic Internet protests in January the SOPA... http://t.co/yNaRCd1E,0
@sophers160295 @Official_CPFC don't you worry will still win saturday and bolton will lose #cpfc,0
"Brothers film premiere tonight Sunderland away saturday and Jon Richardson sunday - should be a good few days!",1
@slice_tv Friday nights are all about Mob Wives in my house. Respect!,1
@Buranmh at least they got to the big show. Hope Feb 3rd is a good day for the Packers.,1
"@ShakeMeDownKid Ohh wooow it's pretty asl (thnx google) . We in it. Haha. Anywhoo I'm going to sleep. We gotta chill soon or Sunday. :P",1
In the Los Angeles area on Nov. 30th- December 1st 2012? This is a red carpet event that you do NOT want to miss! http://t.co/s0lP9Y8c,1
Oh God can ABC be more obvious? They keep touting Taylor as 1st female to win EOTY 3x in commercials. Give it away much? Vomiting.,0
@smg_xox aw thanks sam ! I miss you too much. & tomorrow you better text me. I have a lot to tell ya .,1
"@QCook323 Champs Heat MVP LeBron Coach of the Year Doc Rivers Rook of the Year Damian Lillard 6th man Ginobili Most Improved Lamar Odom",1
"Urban wants Braxton to train with Tim Tebow in the off season!!  I say yes! May not be a good QB but the dude is smart & works hard",1
@GeorgiaSings Have a Great Tour Georgia! So sad that you won't be in Youngstown for a 2nd year in a row & I won't get to see you guys :(,0
@ericcolsen you'll be at Lakers vs Clippers game tmw ?? I'll be there... 1st live NBA game for this German girl... woo hoo...,1
"Why won't NBC CBS ABC and CNN cover the breaking news in the Benghazi story? Information came out last Tuesday... http://t.co/feXPSvfT",0
@jaustinfisher you and Matt and Alex. (: no school thurs or fri.,1
"I know most of us #LFC fans hate him but would we take Torres back for 10 million to play with Suarez up front in January ??",0
@CorbinDunlap oh you will.... Unfortunately I may have to toss a few to Matt... He did my homework,0
"So happy just saw an advert on Comedy Central and they're doing the themed friends marathon thing on Sunday from 8 again yayayayay",1
@CoreyBmorFit I may come up with a thousand excuses but I'm dragging my ass to camp tom!,0
German oral exam on the Monday I go back to school and then on the Thursday I have a maths algebra GCSE kill me now,0
"Oh goodness Rick Santorum will be in town tomorrow to kick off early voting. North Carolina a gentle reminder you're better than this.",0
Looking forward to this concert in Vancouver on December 15th...hope to see you all there! Love that city! http://t.co/Ef8GWk6u,1
when is UVa just gonna cancel classes for tomorrow already? JESUS,0
Meet the stars of The Dream Factory and win movie tix and Sugar Bowl lift tix tomorrow at SB Presidio at 5pm! http://t.co/i3EtICx5,1
@hwangprincess Tumblr keeps eating my messages. Something came up tho sobs. ;__; I'll tell everything tomorrow/tonight. I love you lots ;;,0
#TalkLikeYourBestFriend C'mon Big Ben! You'll never get another ring if you keep throwing pick sixes all the time! @AndrewBurgess95,0
Mao's cult may have no place in China's future: As tension increased on the border with India in the early 1960'... http://t.co/ebPytToX,0
The Spanish national manager Vicente del Bosque believes Sunday's El Clasico set the perfect example: http://t.co/sb47A4Ma,1
"Drake lil Wayne dr dre wiz Mac all dem haters gonna be jealous of our tweets in the sun rise motha fuckas @kstoj05",0
"Watched one of my fave 2011 movies for the 3rd time.Never fails to make me giggle while making me cry and touch my heart.-Makoy Gamboa FB",1
"This Heat fan asked me  did y'all know Ray Allen plays for The Heat. I was watching the game Tuesday and I was like what? -.-,0
263678609535934464	TOMORROW come see ALL IN! at LA's Comedy Central space. It's FREE but you need a reservation- call 323-960-5519 http://t.co/t9NgiMyt,0
260845196147826690	Sooooo.... we think you Whovians may have just crashed the People's Choice Awards site. - doctorwho: Or... http://t.co/m0y72fPv,0
229266031124807680	@ZeeAyy @SHAZvampz Hahahaha! Busted. I just met Hib today hahaha! Ok on monday kiter buke together gether! :D Free labour included tak? O.o,0
264100921196310528	Everton at Fulham: Q&A with Cottagers Confidential - Everton  travel to  Fulham  on Saturday and we talked to  Kris... http://t.co/DUtoISfm,0
260573892739997696	@ChrisWarcraft just throwing it out there Huntsman was the only candidate including 3rd parties who had all 3 on his platform.,0
262877354391638016	Demba Ba is a doubt for Newcastle Utd's trip to Anfield on Sunday after he limped off yesterday. The problem... http://t.co/dmqePF7L,0
263870986217222144	The Blazers aint shit tho lmao wait for the Hawks game tomorrow,0
264249402720411648	@MissAuroraSnow did you buy or rent ? will discuss on skype all this :) sat :),1
264194579593560064	@RikkiRick: Drake may not be the best to y'all but to me he is! & meeee,1
240437538421096449	My Pain may be the reason for somebody's laugh but my laugh must never be the reason for somebody's pain.,0
263986136005873665	For Throwback Thursday Elvis and the Beatles...Two huge icons. Which do you like better? Discuss!,0
263859563260948480	Dwight Howard is dominating this game 29 pts & 9 rebs with 15 minutes left in the game (3 mins in 3rd & whole 4th qtr) #LakersPride,1
264194986394914817	I still don't understand the joke behind Motor boatin'......I'll ask Tom tomorrow morning. (wink-wink),0
244753354704699392	@timtams3 track down one Gary Ablett and check the go with the lovely Lauren. Don't fail me lol I may need to frock up for the Brownlow,0
264069315555373056	Some analysts are beliving that Tony Romo will have a win against the Falcons Sunday night...yeah ok.,1
263852686145896448	@TurnOnTheJets #Jets get Big Ben off the field on 3rd down I'm convinced we win. Everything changes. I'm depressed now @mikejets22 @CGROSS97,0
257127426717536256	We declare heaven is invading NLC for October 31 outreach. Father as it is n heaven we say so it is n r outreach. Sick will be healed,1
262920009800626176	Great weekend...Roll Tide victory browsed flea market (played with all the animals) now @ work...Monday...chilly Monday... :-/,1
263872386351386625	@OhTRIGGA exactly we play again this Friday and Saturday against Bucks and the Wizards,0
264085519338725376	Oh dear Howard Webb is the referee for the ManU V Arsenal game on Saturday at Old Trafford.,0
263476266559209473	@NBCTheVoice  @Mari55aAnn I haven't screamed that loud at the tv since Sun when the Pats kicked it across the pond.,0
264210202600022016	@bananapielord Serious talk If you and Tyler do a DayZ thing I can hook you up with a server. Skype :Ocdsupertoaster <3 Cell : Dinner 1st,1
263804013814882304	The Series Finale Date of Gossip Girl Will Be December 17 - They say don't cry because it's over smile because it h... http://t.co/nLAXPN81,1
263649224531509248	Call us superstitious...our condo does not have a 13th floor. Some Wiki thoughts on the origin of that tradition: http://t.co/BnGepbeC,0
257283721374347265	If OSU runs something like that little pop pass they did in the Sugar Bowl a couple years ago they probably score on this 4th down.,0
263945907442155520	@Docs357 My 2nd Home after New England was California--70 average temperature-- quiet & nice it is here  but 6 mos eskimo-LOL,1
264258566112833536	He needs to win against the Clippers tomorrow or hell will start to rain down on his ass !,0
263802387054088192	I'm going to Black Light Burns at Underworld Camden in London United Kingdom - Feb 14 http://t.co/Kge20qvk,0
264110811071512576	And with the almost guaranteed draft day swap of picks the Pats will get a 4th rounder back when they inevitably move down in the draft.,0
262461361785827328 12th annual #Intersex Awareness Day marked around the globe http://t.co/3fXle11n via @PinkNews,0
263460034904743937	why is Chris Bosh so fuckin' ugly -__- the world may never know.,0
264016632073027584	@NiallOfficial I look forward to see you with Liam Louis Zayn and Harry in Dancing with the Stars in France saturday! :)x,1
264210165719527424	I rememeber I was an 8th grader & In a while were about to be Jr's WOW .,0
264253207029616641	A never-ending gold rush in China: China the largest producer of gold may also become the biggest consumer of ... http://t.co/G25mY8fp,1
264237208289038337	JK bless that this Sunday is the season finale of Downton Abbey. I don't know how much more crying I can take.,0
264247040920403968	@NinaDisco @jordant669 I wonder how it feels to make every girl in the 8th grade cry...Jordan how does it feel?,0
264080683373309953	Winter Classic 2013 won't be canceled Thursday: The NHL will not be canceling the 2013 Winter Classic on Thursda... http://t.co/6qxP63Wv,0
264167525636505601	@OMG_itsnenii @ambardiazx3 oh Wordd Ard well say no more me and Andy gone be back up there on the 8th of november,0
235387256700018690	@ashsmithco only one full day left to look after Pat & Pipa will land @ Bristol 00.55 Thurs morning home by 02.00 hrs,0
253870624244641793	@ProducerSusan I want Mark's thots comparing/contrasting Romney from last nite 2 what may have been Santorum; this from Santorum supporter,0
263750201746026497	LSU Coach Les Miles said BCS title game has no bearing on Saturday's matchup with Alabama http://t.co/YNoxqmN5,0
263507079145332736	As much as I'd like to finish Red Tails I gotta hit the rack. Tomorrow's my boss' last day at work after 15... http://t.co/MOvsyf1W,0
264245686315409408	@amazingdegrace got time for a Skype tonight/tomorrow? Want a pre game chat last day in before vacation is Saturday.,0
262535208950190080	@joeovies the run worked for 3 plays. great. and that drive in the 3rd when TOB took it out of glennon's hands in the RZ? TOB being TOB,1
255300548843155456	The goal-celebration I did when I scored my 2nd goal in the EL CLASICO last Sunday is dedicated to Ellai my loved one.,1
245752586601377792	#NW Red Tails for the 1st time!!!,1
264104803053993984	A midweek storm on the horizon? Be aware as this storm may bring significant impacts to New England: http://t.co/nBrRCVfx,0
260197662756859905	@Loca_Lesley Well have to have a defensive stand at the beginning of the 3rd. But lord knows Ike Taylor will get beat deep,0
262615172047335425	What would complete my Sunday: The Patriots winning and the bumblebees(steelers) losing. :),1
262721439470346241	who ever wins LSU vs Bama this saturday is going to the National Championship,0
263850306813702146	@Raptors have no one to blame in the home opener loss - to the Pacers - Except themselves. Lots of bad shots in the 4th! #Toronto #Raptors,0
263657404355452929	What time is it? @Chilitime Thurs at 8PM! Improv favorite Comedy Central's Bob Biggerstaff! $5 with promo code: CHILI http://t.co/AMDIoYkQ,1
264220491240325120	Ew  School tomorrow  it gets tiring making straight A's -__-,0
264011728084410369	#Broncos Peyton Manning named AFC Offensive Player of the month. It's his 5th such honor second to Tom Brady's 6 tied w/ TD.,0
263331978772901888	LSU needs to do one thing to beat Bama. Run! And stop the Run! Win it in the 4th quarter GEAUX TIGERS!!,0
264216510564818944	YAAAAAY! Jason is my FAVE!!! @TheXFactorUSA: ...and like that @jasonbroccoli becomes the 6th act in the Top 12! #xfactor,1
264256182217232384	Watching bad reality television with Drew before he leaves for Georgia tomorrow. Bad reality TV...is that redundant? Haha #ILoveMyBestFriend,0
264213366468382720	@justinbieber tomorrow is the justin bieber consert in louisville kentucky i hope i the OLLG,0
257277446414548992	Matt Flynn may possibly not be as good as Peyton Manning is but he was the second decision for the Miami Dolphins. U... http://t.co/DiqlAOSs,0
255388503544840193	Come SUPPORT the SHOW/MOVEMENT at Parkdale High School on Oct 26th frm 8-11 w/ AJA DREAMTEAM HQB DSB&HIB. LEAVE THE BULLSHIT AT THE DOOR.,1
264230495007690753	Vallejo this Saturday Nov 3rd at Concert Pub Galleria in Houston TX! Showtime @ 10pm. H-town hope to see you there!,0
264181328507977729	Park Shin Hye will have a Fan Meeting in the Philippines on March! Is it true? o.0 @fae016,1
256613090441961472	@_KidTurtle chandler & him were going to trade Concords & cool greys but I was going to tell Da'Shon to not bring them tomorrow.,0
264207636759732224	@SoonerSweethert Jason will prove himself again tomorrow when he sells out stadiums in more record times.,1
259730435100254208	@AyrtonMatthew Oh i've got Tim Howard tomorrow as well! how many points you get today?,0
263467424689565697	You've seen the Honey Badger video: http://t.co/6QoeR8W1. Now get the pizza: sun-dried to... [pic]: http://t.co/8d986mwZ #foursquare,0
263338672571703297	@_DanGolden And maybe I'm playing Devil's Advocate but the same person may have written the Wiki entry as sent out the release.,0
263946244416745472	monday is going to be so strange when i go back to school to get my GCSE stuff,0
264213289616162818	4th quarter Westbrook (Honey Badger) is going to miss James Harden. #ThunderUP,0
264245928876191745	I just saw on tv that Teen Mom 2 is coming out with a new season November 12th can't wait to see it!,1
260825895240093697	Who's getting a picture with Chris Jericho on Friday? http://t.co/m0EePWBL http://t.co/s2zz6VWO,0
264192192040550400	@KevinBossman the #Chiefs are missing your presence down the seam. What happened to the #Chiefs that played in the 1st half of Atl game?,0
262240108701437953	Cant tell from up in the upper deck but looks like TOB may be wearing skechers to a fb game...,0
262923419190968320	Jim Brown praises Trent Richardson - Rookie running back Trent Richardson did more than win Sunday's game for the Br... http://t.co/OCx91jjg,1
264255852234567680	Getting off of Twitter for tonight im gonna get on Tumblr then bed goodnight oh yeah & I WON'T BE HERE THIS WEEKEND SO NO TWITTER TIL SUNDAY,0
264252522833801216	@machinegunkelly pumped too see you in Tucson on the 27th dude!!! #LaceUp,1
240012265280118784	@_superfreak_ Absolutely both gigs the Su Casa Beach Tent is on from 12 noon-7 on Saturday if you come to that you'll see Rose Parade!,0
261498833777876992	Anyone help me i need to write a poem due tomorrow about martin luther king jr.,0
264218188840058880	Happy Motha Fuckin Birthday to my wife Mi Dupes @nyesosweet<3 Love you so much thankful your still rockin wit me. May God bless you xoxo,1
247981489059397632	Lil Mouse and the buffoons that support his foolishness set the black race back 400 years... Dr. King didn't march for that foolishness...,0
260112956296155137	Cant wait to go meet the cast of Being Human on Tuesday. Be jealous bitches.,1
263258743582621696	The department of labor on MLK in Atlanta is having a job fair November 8th 10: 00 am to 2: 00pm even doing on the spot interviews,0
263248236360392704	Oct 30 1974- The Rumble in the Jungle boxing match between Muhammad Ali and George Foreman takes place in Kinshasa Zaire,0
263909938621980672	@davidhepworth Went for tea at Claridges on Tuesday morning with someone who used to go to Elvis' place in Bel Air for jamming sessions.,0
262582372724252672	Watching Underworld with Jace having a pretty nice Sunday.,1
262965980328771585	Top SEC teams have chance to play in the Cotton Bowl and Jan. 1 games: Capital One and Outback. As for the Pac-12: Alamo Sun Holiday etc.,0
264110570809204736	White Collar returns in January??? Are you kidding me?! >:-[,0
263415982347935745	David Bowie may be the first celeb I've seen who could make mugshots look like a photoshoot for Calv http://t.co/LjfnErzF,1
248584562341474304	black dude just set civil rights movement back 300 yrs. Dr.King is rolling in grave wishing he'd called in sick 4 that march in DC. #XFactor,0
263592546125639680	@JT1242 @lampauski @pete_sl kirk is true that your a twisted sexuall killer from the 4th dimension?,0
263306331597971456	Reminder for PCA students smalls groups will be packing up the Operation Christmas Child shoe boxes tomorrow so bring in your stuff!,0
264109649236738048	@JKCorden enjoy your last night in swansea! Thursday is all about sin city #sinsavers,1
264259148965883905	@V_Global: F2 DUBAI  3 Nov 7PM onwards with @thevchief some VPs and Directors! Check FB for details! @QNetOfficial @qnetarabic,0
264250438759632896	Five weeks of intense rehearsals almost complete! Last rehearsal day tomorrow before the JBSA cast travels to Singapore! Take a bow!!",1
@You_TaeBo_Hoe Ben has said his 1st SB he played like shit and against the Packers he played ok but 3 picks hurts,0
Only my brother would lose his ipod the 2nd day he gets it #biggestretard,0
Yay teen mom 2 starts Monday! But the only reason I watch it is for @TM2LeahDawn :) #TeamLeah,1
"Wow Colin Powell going to CMU for MLK Jr. celebration in January. That's cool. A big name for little CMU.",1
"@ScarleyByrne hi  you are inspires me and so may fans !!!! I need you here in Brazil !!!!!! you read the casual vacany ???",1
@FactsAboutMitt: @MittRomney falsely claimed he saw his father march with Martin Luther King Jr.  http://t.co/6I5JYxIQ #Facts #Truth,0
@cbessex Geaux Tigers! I'll be in Death Valley Saturday night for the Game of the Century III,1
I may be a Patriots fan but I was really hoping the cowboys would win.....I really hate the Giants....with all my heart....and more...,0
"Apple filed its annual 10-K report with the SEC for FY2012 on Wednesday showing just how much the company has grown. http://t.co/0Gpu8KpS",1
Manchester United can return to the top of the English Premier League on Saturday should they defeat Ar... http://t.co/Cj7JX9mW #Arsenal,1
Get ur excuses in early lol@MCRisBLUE: Cant see us beating West Ham on sat not now that Howard Webb is on loan to the hammers for the game,0
You know you are desperate of answer when you see the 2nd page of google.,0
@megga_balls may consider watching it tomorow then. Daniel radcliffe good in it like?,1
"starting the 2nd season of Being Human lol that was quick",1
@lilmex2014 We both did.But it was so good.Ithink the best part was when we were hiding from @Nicole_Bethanyy &Tyler since we sat together.,1
This week has been a good week. Got the NBA package free on DIRECT TV until Nov 6th. NBA is fantastic!!!!,1
Still yet to get really excited for Anfield on Sunday.......surely the run must end sometime???,1
"Very gruesome terrible injury for Marcus Lattimore (2nd year in a row) be strong the injury was similar to Mcgahee from 2003 Fiesta Bowl.",0
Former LSU QB Jordan Jefferson was arrested w/ the Honey Badger. Daddy Miles can't save you this time and let you start on Saturday.,0
"@CalvLyfeson Except for the part where because of lack of depth we also had to play Gerrard Suarez for a bunch which may screw us....",0
@Bobbieliciouss: Don't think i'm going to school tomorrow. School's gonna crack tomorrow,0
@SheScreaminJohn: I don't care I'm bringing out the Concords tomorrow. Don't !!!!!!!,0
I liked a @YouTube video http://t.co/IYt2qoE6 Ricky Gervais talks 10th Anniversary The Office with Brad Blanks in New York City,1
"Love me some Aaliyah may she rest in peace.",1
Kanye & Kim as batman and catwoman may be the hottest thing ive ever seen #jeal #bestcelebcouple,1
@MyLittleDomo i kind of tried... But ipod soooo i'm just gonna sleep tomorrow or something :'),1
@raaddiiiccall you mean 1st? And okay you're gonna have a hard time persuading people that you dont like Tyler with that @ name,0
Who sings Ya know I like my chicken fried. Cold beer on a Friday night. Pair of jeans that fit just right and the radio upppp ??,1
"@BedTaker Hopefully this is the turning point for Arsenal push on from here.. But if Everton keep it up I may change that as I'd love top 4",1
@dallascowboys good luck this sunday night vs the 7-0 Falcons but you can win the history is on or side and Tony Romo has never lost to them,1
Martin Luther King; Elizabeth 1st; The girl with the short skirt in McDonalds; My grandaughter. (4 boys.)   -  #Mention20PeopleYouWantToMeet,1
Well doctors said I have some kind of bug &it's probably best I don't go to school until Monday its a good thing too #badfever #verysickgirl,0
@WingmanBiz So wish I lived in Philly! Have a great show tomorrow night!! Hope one day to see you in St.Louis!,1
@thempeas @laclips The opposite of love isn't hate; it's apathy.  But why stoke the fires when they may never burn as brightly again?,0
Tim Tebow may have you beat @lilduval: I think I might be the most famous dude that still jacks off.,1
"If my stomach still feels funny tomorrow I'm going to punch one or possibly all of the Jordan kids right in the kidneys.",0
"I am manipulative: Knightley: Los Angeles Nov 2: Actress Keira Knightley says although she does not like some t... http://t.co/CenpsQs3",0
This time 18 yrs ago we won our 1st game of the season v West Ham thks to a goal from Gary Ablett. Also 1st day in my current job.,1
"@schamonaz @sarahlalor yeah 3rd season has just started.. I'm addicted.. Also watching Pretty Little Liars Revenge & Once Upon a Time atm",1
People are researching the Wolf crash to try and make SC racing safer. If anyone found his GoPro contact Me or Brian Sperry. It may help.,0
Can't wait for the Knicks to beat the Heat tomorrow,1
"I once told Harry I was leaving the band on February 30th. He cried for hours until he realised there is no February 30th - Zayn Malik",1
"Ugh the Cotton Bowl last Sat was almost better than today. Almost. (@ Hewlett Packard (TXN04)) http://t.co/UVbR5CuF",1
"On Sunday night does Dick LeBeau expect to match Ike Taylor up with A.J. Green? Because I don't think that's gonna work in our favor.",0
"A whole day of Maths I have to endure this on monday:( #killmenow",0
"Might not be able to get a free taco tomorrow. As Napoleon Dynamite would say dang it!",0
I want to go to the battle of the bands/ drumlines at cotton bowl November 11th!,1
